Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Commercial_success,Popular_success,Critical_success
1981,The Alienist,Caleb Carr,1994,2012,"A classic work of literature by ""the greatest author ever produced in Latin America."" (Susan Sontag) 
Brilliant physician Simao Bacamarte sacrifices a prestigious career to return home and dedicate himself to the budding field of psychology. Bacamarte opens the first asylum in Brazil hoping to crown himself and his hometown with ""imperishable laurels."" But the doctor begins to see signs of insanity in more and more of his neighbors. . . .
With dark humor and sparse prose, The Alienist lets the reader ponder who is really crazy.
***
This is a Hybrid Book.
Melville House HybridBooks combine print and digital media into an enhanced reading experience by including with each title additional curated material called Illuminations-- maps, photographs, illustrations, and further writing about the author and the book.
The Melville House Illuminations are free with the purchase of any title in the HybridBook series, no matter the format.
Purchasers of the print version can obtain the Illuminations for a given title simply by scanning the QR code found in the back of each book, or by following the url also given in the back of the print book, then downloading the Illumination in whatever format works best for you.
Purchasers of the digital version receive the appropriate Illuminations automatically as part of the ebook edition.",Fiction,Excellent,24,4,14,7.958333333333333,5,4.02,202,5.0,"ah, machado. 
 he just never fails. 
 this is just a short little work, part of melville house's wonderful ""art of the novella"" series, but it is machado, so you know it is going to be wholly satisfying, despite being only 86 pages. 
 this one is about... madness. and how you don't want one person in charge of determining who is crazy and who is not. especially not this man: 
 In his fortieth year Bacamarte married the widow of a circuit judge. Her name was Dona Evarista da Costa e Mascarenhas, and she was neither beautiful nor charming. One of his uncles, an outspoken man, asked him why he had not selected a more attractive woman. The doctor replied that Dona Evarista enjoyed perfect digestion, excellent eyesight, and normal blood pressure; she had had no serious illnesses and her urinalysis was negative. It was likely she would give him healthy, robust children. If, in addition to her physiological accomplishments, Dona Evarista possessed a face composed of features neither individually pretty nor mutually compatible, he thanked God for it, for he would not be tempted to sacrifice his scientific pursuits for the contemplation of his wife's attractions. 
 because any man who is that clinical and impassive, that removed from ordinary human sentiment, is not the person i want telling me what sanity is. and by the end, you will be wishing he had just married a hotter wife. this is a man who needs distractions. 
 alas, instead of enjoying marital bliss with a fascinating woman, bacamarte instead sets out to single-mindedly diagnose the citizens of itaguai with their heretofore unrecognized mental disorders, and to open the first asylum in brazil. 
 he has a huge madhouse, and many rooms to fill. 
 and fill it he shall, using the ""i don't know what it is, but i know it when i see it"" argument. 
 machado wrote this in 1881, and the field of psychotherapy still had a ways to go, and i swear this man had some robert johnson thing going on, because his prescience, in all of his works, is so keen. he feels so damn modern, it thrills me. 
 in his hands, this becomes darkly absurd, and for a tiny little work, there are several reversals and more plot than you would expect, more plot than many authors could have delivered. 
 to be clear,this book is not about capital-e evil, it is not about taking advantage of position and influence. it is about misguidedness, pure and simple. so it is a more nuanced work than one that is just ""this man is abusing his power."" when you think of machado's contemporaries like dickens or wilkie collins, and how polarized their good/evil characters are, machado's psychological insights are even more impressive. thomas hardy was probably the only person writing at the same time who wrote emotional and moral ambiguity as well as machado. 
 and you know how i feel about him. 
 definitely read machado. i plan on doing some re-reading of him this year myself, and reading some of the ones i have not yet gotten to.",124.0,1,4752,33216.48,6.99,498,4,4,3
1982,The Girl Who Loved Tom Gordon,Stephen King,1999,2005,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her hero will save her. Nature isn't her only adversary, though - something dangerous may be tracking Trisha through the dark woods.",Nonfiction,Intermediate,18,1,15,7.0,15,3.56,97308,5.0,"Strangely enough I read this book whilst hiking at the hogsback forest in the eastern cape. It forms part of the greater amatola hiking trail. just per chance the subject in his book is also on a day hike former part of a larger trail.that feeling of being lost sometimes does induce a sense of wonder and fear. its written in our genes to be explorers with a little fear of the unknown added to ensure our own survival. the fading radio also shows our need for intimacy and the richness of our imagination.our inate ability to ""see"" beyond the physical existence.",0.0,0,4698,36362.52,7.74,503,4,4,5
1983,The Girls,Emma Cline,2016,2016,"Northern California, during the violent end of the 1960s. At the start of summer, a lonely and thoughtful teenager, Evie Boyd, sees a group of girls in the park, and is immediately caught by their freedom, their careless dress, their dangerous aura of abandon. Soon, Evie is in thrall to Suzanne, a mesmerizing older girl, and is drawn into the circle of a soon-to-be infamous cult and the man who is its charismatic leader. Hidden in the hills, their sprawling ranch is eerie and run down, but to Evie, it is exotic, thrilling, charged--a place where she feels desperate to be accepted. As she spends more time away from her mother and the rhythms of her daily life, and as her obsession with Suzanne intensifies, Evie does not realize she is coming closer and closer to unthinkable violence, and to that moment in a girl's life when everything can go horribly wrong.",Fiction,Novice,11,2,11,5.090909090909091,4,3.48,84357,2.0,"I'm turning a corner here, Goodreaders. The old me would rate this book two stars and spend some time telling you how awful the book is and all the reasons I couldn't stand it, etc. 
 But, that's the old me. 
 I'm turning a corner. Turning over a new leaf. Doing a 180. Whatever. 
 At least for this review. 
 People I know, love, and respect really, really like this book. I completely get it, too. I absolutely understand how you could read this book and think it's amazing and get all caught up in the story and the characters and be transported back to that crazy time in our nation's history. 
 I just didn't connect with this book at any point, ever. I wanted to. I felt like I should have. I just didn't. I read it, never really cared, got to the end, shrugged, got off the couch, and made myself a sandwich. 
 The sandwich thing happens after I finish every book, not just bad ones, and especially not just this one. Sometimes it's cereal or maybe an apple, but who really cares about my post-reading eating habits that may or may not be really a thing anyway? 
 Feel free to message me for more info. 
 I read Helter Skelter in high school and that book was... way too long for a high school kid to read. I mean, it was a great read, fascinating, unbelievable, hard to even rationalize that it was a real event. Crazy. 
 This stupid book... Wait, I'm turning a corner... 
 This book took real events, changed the characters names, and did nothing creative outside of that. It was fine, I guess. It's not worth whatever advance she got from Random House, and it's not worth the attention it's getting. It's not written very well, often comes across as too pretentious and trying too hard to be awesome, and ultimately forgettable. 
 Sorry... I'm trying to change.... 
 Hang on... 
 But, people like it and that's great. Sometimes books don't grab me the same way, and The Girls and I had a bad first date and still tried to make it work. It was doomed from the start, but I read it, it was short, and I can now move on to other books. 
 Have a good night everyone.",645.0,1,44928,358974.72000000003,7.99,737,5,5,3
1984,Prey,Linda Howard,2011,2003,"In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.
It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.
Every attempt to destroy it has failed.
And we are the prey.",Fiction,Intermediate,1,5,15,5.9375,14,3.72,133370,4.0,"excellent book. esp if you're a nerd:) lots of computer jargon. the ending could've been more detailed, but all-in-all it was a fun, action-packed read!",0.0,0,930,1850.7,1.99,114,2,3,4
1985,Anathem,Neal Stephenson,2008,2008,"Fraa Erasmas is a young avout living in the Concent of Saunt Edhar, a sanctuary for mathematicians, scientists, and philosophers, protected from the corrupting influences of the outside ""saecular"" world by ancient stone, honored traditions, and complex rituals. Over the centuries, cities and governments have risen and fallen beyond the concent's walls. Three times during history's darkest epochs violence born of superstition and ignorance has invaded and devastated the cloistered mathic community. Yet the avout have always managed to adapt in the wake of catastrophe, becoming out of necessity even more austere and less dependent on technology and material things. And Erasmas has no fear of the outside--the Extramuros--for the last of the terrible times was long, long ago.
Now, in celebration of the week-long, once-in-a-decade rite of Apert, the fraas and suurs prepare to venture beyond the concent's gates--at the same time opening them wide to welcome the curious ""extras"" in. During his first Apert as a fraa, Erasmas eagerly anticipates reconnecting with the landmarks and family he hasn't seen since he was ""collected."" But before the week is out, both the existence he abandoned and the one he embraced will stand poised on the brink of cataclysmic change.
Powerful unforeseen forces jeopardize the peaceful stability of mathic life and the established ennui of the Extramuros--a threat that only an unsteady alliance of saecular and avout can oppose--as, one by one, Erasmas and his colleagues, teachers, and friends are summoned forth from the safety of the concent in hopes of warding off global disaster. Suddenly burdened with a staggering responsibility, Erasmas finds himself a major player in a drama that will determine the future of his world--as he sets out on an extraordinary odyssey that will carry him to the most dangerous, inhospitable corners of the planet . . . and beyond.",Fiction,Intermediate,4,1,15,9.25,8,4.18,45672,5.0,"Oh my lord, this is still one of my top ten favorite works of literature. Like. Ever. 
 Not only has this seminal masterwork of fiction withstood a second read with flying colors, but it continues to define and defy both Science Fiction and Speculative Fiction categories. Heck, I think we can say it belongs on any Philosophy shelf, too, and I defy anyone to not laugh their heads off at the haircuts or Rakes or so many beautiful easter-eggs of ideas studded through the opening couple hundred pages. 
 What? It's just a bunch of monks talking philosophy and science in an alien world? How the heck could that be fun? 
 Ahh, this book moves on from that soon enough, especially when mysteries both small and really large start piling up, and the high-tech history of the world with it's truly awesome advances is only *part* of the reveals in store for us. 
 The world building is probably the most fantastic and excellent that I've ever read in any novel, and I'm even including masterworks like Dune and Foundation in this category. More than anything, it's the history and the alternate progressions of thought and development that is so close to our own history that is so amazing. And funny. Screw Occam's Razor. We've got a Rake. ;) 
 Little easter eggs abound in the opening that make so much more sense later in the novel, and on the second read, they're even better because we know what to expect. Causal Domain Shear? What's that? A haircut? OMG. 
 Do *not* expect this to remain a sleepy monk community that has remained cloistered with a few exceptions for 5 thousand years. 
 *Do* expect some truly wonderful and crazy science, philosophy, action and adventure, aliens, space-travel, time and space hacking, immortality, shaolin monks kicking all sorts of ass, horrible world killers, and multiple dimensions. 
 Holy crap, right? 
 It's a damn near perfect story, including great characters, pacing, reveals, science, politics, philosophy, and even religion and poetry. It also continues to blow my mind. How can something this complicated in its entirety read so easily, so effortlessly? But it does, and it's funny as hell, too. 
 I remember my first reading of this getting under my skin and confounding me at the same time. I kept wanting to categorize and pigeonhole it, and with every new hint that came along to tell me that I was going to fail miserably, I slowly got the hint that I just needed to go with the flow, trust the author, and just get fully immersed. There's no other way around it. 
 And there has never been a book quite like this in my life, ever before or ever since. 
 I can't even say that my love of this novel is a case of right place, right time, because with the second read almost eight years after the first, you'd think that I'd have grown as a person. I've certainly read a lot of new books, too. But, alas, this one still packs one hell of a punch. 
 The total-action scenes at the climax had me gasping for air, literally. I actually started crying from just how freaking awesome it all was. :) 
 Don't ever let any tell you that there is nothing new under the sun, or that SF or literature is dumbing down. This is one of the smartest pieces of fiction I've ever read. I am in awe.",55.0,1,6021,30044.79,4.99,403,5,2,2
1986,Lucky,Jackie Collins,1985,2002,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved.""",Children,Intermediate,23,1,15,7.3478260869565215,1,3.77,78107,5.0,Read it in a day. I couldn't put this down. Confirms everything that's frightening about the subject matter. The lack of empathy experienced by victims is horrific.,0.0,0,4023,38540.34,9.58,617,3,4,5
1987,The Queen Of The Damned,Anne Rice,1988,2007,"Kota modern pertama dalam sejarah manusia hendak diresmikan. Agama baru akan dikukuhkan. Namun sang Ratu menghilang tanpa jejak. Sesosok mayat wanita tanpa wajah ditemukan. Pembunuhan demi pembunuhan berlangsung silih berganti. Imperium Mesir di ujung tanduk...
***
Nefertiti, wanita paling berkuasa dalam sejarah, adalah Ratu Mesir, istri dari Akhenaten sang Firaun yang memerintah dari tahun 1353 hingga 1335 Sebelum Masehi. Di bawah kendali suami-istri ini, masyarakat Mesir menjadi masyarakat modern pertama yang tercatat sejarah. Ibu kota modern dibangun, agama baru Dewa Matahari diperkenalkan. Tapi di tengah ingar-bingar kemajuan itu, Nefertiti menghilang dan dikhawatirkan telah dibunuh. Bila benar, kematian Nefertiti bakal mengubah peta kekuasaan di Mesir.
Karena mencurigai adanya konspirasi di balik peristiwa ini, Akhenaten memerintahkan Rahotep--kepala detektif muda dengan reputasi cemerlang--untuk melakukan investigasi. Rahotep punya waktu sepuluh hari untuk mengembalikan sang Ratu sebelum festival peresmian ibu kota dan agama baru. Bila gagal, kekuasaan Akhenaten dan Nefertiti yang membentang dari Afrika hingga Timur Tengah terancam runtuh. Nyawa Rahotep dan keluarganya pun akan melayang...",Fiction,Intermediate,17,1,13,4.823529411764706,5,3.39,129,3.0,"Set in ancient Egypt an investigator who has started a good reputation for himself is called in to quietly investigate the disappearance of Nefertiti. But working for the pharaoh is tricky because if you disappoint him you risk your life and that of your family. To make matters more difficult the local constabulary is not very happy with the intrusion of an outsider and are not only not helping but actively hindering. So Rahotep is working hard but one of his assistants is brutally murdered and there are threats on his life as well. 
 The story is good and the descriptions of life in ancient Egypt are evocative the writing could use a bit more flow. Sometimes it seems that the story is a series of statements strung together, it may be that this was to affect the thinking process of Rahotep, just my opinion. 
 Otherwise it was good and I enjoyed reading it.",0.0,0,6102,6040.98,0.99,397,5,5,3
1988,"So Long, And Thanks For All The Fish",Douglas Adams,1984,2008,"Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .
God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?
From the Paperback edition.",Fiction,Excellent,14,3,14,5.857142857142857,1,4.08,183,3.0,Sure its not as good as earlier books in the series but funny it is.,1.0,0,4509,53612.01,11.89,535,4,4,3
1989,The Hours,Michael Cunningham,1999,1999,"In The Hours, Michael Cunningham, who is recognized as ""one of our very best writers"" (Richard Eder, Los Angeles Times), draw inventively on the life and work of Virginia Woolf to tell the story of a group of contemporary characters who are struggling with the conflicting claims of love and inheritance, hope and despair.
The novel opens with an evocation of Woolf's last days before her suicide in 1941, and moves to the stories of two modern American women who are trying to make rewarding lives for themselves in spite of the demands of friends, lovers, and family.
Clarissa Vaughan is a book editor who lives in present-day Greenwich Village; when we meet her, she is buying flowers to display at a party for her friend Richard, and ailing poet who has just won a major literary prize. Laura Brown is a housewife in postwar California who is bringing up her only son and looking for her true life outside of her stifling marriage.
With rare ease and assurance, Cunningham makes the two women's lives converge with Virginia Woolf's in an unexpected and heartbreaking way during the party for Richard. As the novel jump-cuts through the twentieth century, every line resonates with Cunningham's clear, strong, surprising lyrical contemporary voice.
Passionate, profound and deeply moving, The Hoursis Michael Cunningham's most remarkable achievement to date.",Fiction,Intermediate,3,8,12,10.666666666666666,7,3.92,956,4.0,"I've had this book for about a year before I was able to pick it up and enjoy. I have readA Home at the End of the World: A Novel which was also amazing, but I thought this book was way better. Though I will admit I had to be in a dark place to really enjoy it.",0.0,0,5400,13500.0,2.5,449,4,2,4
1990,Finders Keepers,Stephen King,2015,2015,"Fans of If You Give a Mouse a Cookie will love this new preschool gem from beloved storyteller Keiko Kasza
A hat is not just a hat in these woods!
From tree branch to stream to flower patch--wherever the hat lands, someone knows exactly what to do with it and exclaims, ""Finders, keepers!""
But this red hat doesn't stay in one place for long, and everyone will be surprised by what happens to it in the end.
Youngsters will be delighted by the silly scenes and clever twists and turns in this charming circular story.",Fiction,Excellent,10,1,15,7.8,5,3.57,260,4.0,Very fun circle story!,0.0,0,4280,4237.2,0.99,1131,4,3,5
1991,Gerald'S Game,Stephen King,1992,1992,"Gerald und Jessie Burlingame haben sich in ihr einsames Sommerhaus zuruckgezogen. Gerald mochte dem eintonigen Eheleben etwas Schwung verleihen und fesselt seine Frau ans Bett. Jessie halt gar nichts von den neuen Sexspielchen ihres Mannes und versetzt ihm einen Tritt - mit fur ihn todlichen Folgen. Mit Handschellen ans Bett gefesselt, beginnt fur Jessie ein qualender Albtraum: Nachts bekommt sie unheimlichen Besuch...",Fiction,Famous,28,1,15,6.892857142857143,11,3.48,102282,5.0,If you honestly can't think of a good enough reason to say NO to someone who wants to handcuff you to a bed? Read this book.,0.0,0,5886,11713.14,1.99,413,5,4,5
1992,The Dark Half,Stephen King,1989,2016,"Master storyteller Stephen King presents the classic ""wondrously frightening"" (Publishers Weekly) #1 New York Times bestseller about a writer's horrific and haunting pseudonym.
""I'm back...I'm back from the dead and you don't seem glad to see me at all, you ungrateful son of a bitch.""
After thirteen years of international bestseller stardom with his works of violent crime fiction, author George Stark is officially declared dead--revealed by a national magazine to have been killed at the hands of the man who created him: the once well-regarded but now obscure writer Thad Beaumont. Thad's even gone so far as to stage a mock burial of his wildly successful pseudonym, complete with tombstone and the epitaph ""Not a Very Nice Guy."" Although on the surface, it seems that Thad can finally concentrate on his own novels, there's a certain unease at the prospect of leaving George Stark behind. But that's nothing compared to the horror about to descend upon Thad's new life. There are the vicious, out-of-control nightmares, for starters. And how is he able to explain the fact that everyone connected to George Stark's untimely demise is now meeting a brutal end of their own in a pattern of homicidal savagery...and why each blood-soaked crime scene has Thad's fingerprints all over it? Thad Beaumont may have once believed that George Stark was running out of things to say, but he's going to find out just how wrong he is...
""A spectacular of terror!"" --Boston Globe
""One of King's darkest nightmares...leaves you shuddering."" --The Atlanta Journal-Constitution
""A story that roars forward on all twelve cylinders and doesn't let up."" --Newsday",Fiction,Intermediate,19,1,15,5.105263157894737,14,3.74,17,4.0,"A totally wild ride! Something I likely wouldn't have picked up on my own as I'd somehow missed this King novel. So glad I did as I enjoyed it much more than expected. As always, SK is a genius at creating characters who are flawed, intriguing, and yet somehow redeeming. I now need to hunt down the film version to compare notes on how it varies from the book. 
 Buddy Read with Amber and Kelly! Woot and double woot.",103.0,1,4968,14854.320000000002,2.99,482,4,5,2
1993,Little Earthquakes,Jennifer Weiner,2004,2006,From the New York Times bestselling author of In Her Shoes comes a hilarious and warmhearted story of three young women who find friendship against the background of new motherhood.,Nonfiction,Intermediate,3,7,14,11.0,15,3.76,77978,4.0,"I have to be honest, I really didn't think that I would like this book even though I liked the author all ready. I just like to read about things that aren't my life. I'm a mom and I know what it's like to do raise a child by yourself or feel like you do anways and some of the other struggles that the woman face. So when I read I want to escape my life for that moment in time. This book has changed my mind about that. I read this book and I laughed and I cried and I got pissed off on some of the moms but at the heart of it I really enjoyed this book. Even though this is fiction its still nice to read about things that you have thought about and you feel like you're not alone. I would recommend this book to any woman. It's about motherhood but more importantly it's about the friendship between woman. Great book!",15.0,1,3861,28957.5,7.5,645,3,3,1
1994,Bloodline,Sidney Sheldon,1978,2016,"Hannigram Fanfiction
Someone is murdering fledgling vampires and it's up to Will Graham to figure out whodunnit while coming to grips with his own undeath. Ostensibly, Hannibal Lecter, whose noble and ancient linage opens doors for the investigation, is supposed to be helping. Helping, is not the term Will would use.
Words:35224 complete
Art by Iole",Fiction,Intermediate,26,1,15,2.5172413793103448,6,3.62,13,2.0,"i found the language clumsy and vaguely overdone, as when will turns to hannibal and exclaims, hannibal! like some society matron at a quadrille. 
 long, rambly detours into vampire lore and hannibal's exciting past more or less robbed the story of any momentum, as all of it had to be explained over the course of awkward conversations comprised of the aforementioned stilted prose. 
 i am disappointed--though perhaps not so much as to ""go into the sun"" to escape my ennui.",24.0,1,418,413.82,0.99,249,2,5,1
1995,Everyone Worth Knowing,Lauren Weisberger,2005,2006,"The in-crowd wears Gucci but one girl wears her heart on her sleeve! From the bestselling author of The Devil Wears Prada comes a no-holds barred expose of the world of the Manhattan super-rich. Bette gets paid to party! Well, to plan them, anyway. And she can hardly believe her luck. Running with celebs, gaining VIP access to Manhattan's hottest spots and meeting 'everyone worth knowing' is a million miles away from her old banking job. Overnight, New York has become her sexy late-night play...",Fiction,Novice,2,10,13,11.5,11,3.39,497,1.0,"One of the worst books I've ever read. Stereotypical characters, dull plot consisted of superficial world building, with predictive and anticlimactic ending. The dialogues are unrealistic and immature. And don't even let me start on describing this pathetic excuse for a ""love story"" or spectacular failure of a love triangle. Everything is horrible about this book. 
 Girl quits banking job, because she has been unhappy, gets a job at a PR firm, finds herself to be a star of the tabloids, whining along the way, gets a crush on the guy from a security of some posh club, kisses the guy from security, everything blows up all over their heads, then the girl realizes she hates the backstabbing PR business. 
 The side characters are even more flat and unimpressive than the main character. They have even less personality than Bette, our protagonist. Yes, I'm looking at you Penelope, you were 8 years involved with the guy who'd rather spend every goddamn night of the week drinking with some unimportant acquaintances than with you. Good guys are as superficial and obnoxious as the bad guys. Uncle Will is a shameless gay stereotype and basically has no other trait than being gay. Though the author broke her spine over convincing us how Bette, our protagonist, adjusted to the world of PR, it was obvious she had no idea what the hell she was doing nor how to deal with the complications. I don't even know how she handled the Playboy party when she had been totally incompetent with the task. I admit, I read it only so I could criticize it. 
 In the end, Bette is in the same place she was at the beginning of the book. She has no prospective job, nor she knows who she wants to be in the next five years. She is shallow, self-centered and lifeless main character, who is supposedly fascinating enough for photographers to take her photos everywhere she goes, and tabloids to write bullshit about. I just don't comprehend why this girl can't speak her mind about ANYTHING OR STAND UP FOR HERSELF. But the most ridiculous part of this book was the fact that she went along with every little plan her new boss had for her - from ""dating"" a guy who's blatantly gay and whom she can't stand, to ditching her best friends and family, so she could go the parties because ""it's part of the job"". Oh, give me a break. She had no character development whatsoever, and she willingly agreed to wait three fucking months for a guy who'd go and become successful in his career, while she sits at home in her PJs and eats junk food. She doesn't respect herself and I don't see why anyone else should. 
 For a chick-lit, the romance is almost non-existent and anticlimactic. The central love story is platonic, theatrical and unrealistic to that extent that I wanted to puke. After one kiss and two 5-minute conversations, which weren't that deep, they decided they have a future together, even though there was no situation or conversation in which we'd see if they share same interests or if they're compatible together. Bette thinks Sammy is hot, Sammy thinks Bette is cute and that's their epic love.",36.0,1,4400,4356.0,0.99,1055,4,1,2
1996,Voyager,Diana Gabaldon,1994,2011,"Srikanth Reddy's second book of poetry probes this world's cosmological relation to the plurality of all possible worlds. Drawing its name from the spacecraft currently departing our solar system on an embassy to the beyond, Voyagerunfolds as three books within a book and culminates in a chilling Dantean allegory of leadership and its failure in the cause of humanity. At the heart of this volume lies the historical figure of Kurt Waldheim--Secretary-General of the U.N. from 1972-81 and former intelligence officer in Hitler's Wehrmacht--who once served as a spokesman for humanity while remaining silent about his role in the collective atrocities of our era. Resurrecting this complex figure, Reddy's universal voyager explores the garden of forking paths hidden within every totalizing dream of identity.",Fiction,Intermediate,3,12,13,12.333333333333334,6,3.94,137,5.0,"I sat down yesterday and read this book in one big gulp, except that there is something about the structure and patterning of the book that prevents one from gulping too fast or getting, so to speak, an ice cream headache. In the past several years, I've read several interesting erasure projects, and I'd say that this is the one that gives itself most permission to move from the source into its own language and lyricism. Part of this might lie with Reddy's willingness to revisit passages for multiple readings/erasures. He shows how every reading is a re-reading and the initiation of a new text.",3.0,1,2733,8171.670000000001,2.99,24,3,1,3
1997,Beowulf,translated by Seamus Heaney,2000,2001,"The national bestseller and winner of the Whitbread Award. Composed toward the end of the first millennium, Beowulf is the classic Northern epic of a hero's triumphs as a young warrior and his fated death as a defender of his people. The poem is about encountering the monstrous, defeating it, and then having to live on, physically and psychically exposed in the exhausted aftermath. It is not hard to draw parallels in this story to the historical curve of consciousness in the twentieth century, but the poem also transcends such considerations, telling us psychological and spiritual truths that are permanent and liberating.
Beowulf is considered to have been composed between the 8th and the early 11th century. According to Wikipedia, it was first PUBLISHED in 1814 in a version by John Josias Conybeare.",Fiction,Novice,10,8,17,10.9,2,3.42,159931,4.0,"Beowulf is thought to have been written around the year 1000 AD, give or take a century. And the author is the extremely famous, very popular and world renowned writer... Unknown. Got you there, didn't I? LOL Probably not... if you're on Goodreads and studied American or English literature, you probably already knew this is one of the most famous works without an author. 
 It was first really published in the 1800s, using the Old English version where many have translated it, but there are still some blurry parts of the story. Essentially, a monster named Grendel hunts and kills the people of a town and many warriors have died fighting against it. Beowulf tackles the monster and its mother, and well... you're gonna have to read it to find out. Or if you can't get yourself there, watch the Star Trek or Simpsons episode which does a nice little rendition. 
 Here's the reasons why you should take a look at the story: 
 1. Many famous writers and editors have attempted to translate the story into more modern English. Tolkien is a famous example. Each reader has his/her own interpretation. So pick one whose style you like and go to that version. 
 2. It's a translated book... other than the famous Greek literature we read in high school, it's one of the earliest translated forms of literature. Makes it worth taking a gander. 
 3. It's a really great story. Monster terrorizes people. Someone strong steps up to fight it. There is a victory of sorts. Momma wants revenge. So... how many books have you read that have just copied... I mean borrowed... that entire plot? 
 4. There is a lot of beauty in the prose and the verse, and when you hear the words describe the creatures, it's a bit like fantasy. 
 Here's why you may not like it: 
 1. It's long. 
 2. It's hard to understand at some points. 
 3. It's 1000 years old and you just like modern stories. 
 My advice... pick a passage or two, read for 30 minutes and decide if it's something you want to read more of. But you should always give a chance to some part of our early heritage and culture. Right? 
 About Me 
 For those new to me or my reviews... here's the scoop: I read A LOT. I write A LOT. And now I blog A LOT. First the book review goes on Goodreads, and then I send it on over to my WordPress blog at https://thisismytruthnow.com, where you'll also find TV & Film reviews, the revealing and introspective 365 Daily Challenge and lots of blogging about places I've visited all over the world. And you can find all my social media profiles to get the details on the who/what/when/where and my pictures. Leave a comment and let me know what you think. Vote in the poll and ratings. Thanks for stopping by. 
 [polldaddy poll=9729544] 
 [polldaddy poll=9719251]",74.0,1,7000,34160.0,4.88,1,5,2,1
1998,The Dark Half,Stephen King,1989,1990,"Thad Beaumont would like to say he is innocent. He'd like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad disown the ultimate embodiment of evil that goes by the name he gave it-and signs its crimes with Thad's bloody fingerprints?
________________________
Alternate cover editions:
",Fiction,Intermediate,19,1,15,5.105263157894737,14,3.74,95635,4.0,"Probably my favorite book by King. Granted, a lot of the appeal for me comes from the mutual love of horror writing. A writer's alter ego comes to life and wreaks havoc on Thad Beaumont's life. 
 I thoroughly enjoyed this book and recommend it!",0.0,0,4968,14854.320000000002,2.99,482,4,5,4
